,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,COMB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,HNB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,NDB.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,DFCC.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,SAMP.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK,BFLN.N0000.LK
2024-09-19,99.89,100.77,94.06,94.56,94.56,28633,115.33,116.13,113.48,115.81,115.81,115572,35.71,37.12,35.6,35.78,35.78,118570,73.61,74.41,71.31,72.51,72.51,33088,36.72,38.33,36.16,37.28,37.28,97531,94.73,95.01,92.9,94.61,94.61,156763
2024-09-20,94.21,99.16,91.97,95.98,95.98,194556,116.16,117.57,115.29,116.63,116.63,115077,35.71,37.59,35.6,36.56,36.56,125758,72.83,73.69,72.16,73.36,73.36,147876,37.19,37.32,36.73,37.3,37.3,94189,93.99,96.69,88.95,93.62,93.62,90477
2024-09-21,96.31,98.07,91.73,95.11,95.11,158092,116.43,116.73,116.24,116.43,116.43,57259,36.5,38.58,36.34,36.92,36.92,21559,73.68,73.86,72.16,72.29,72.29,61071,37.03,37.84,36.44,37.31,37.31,131356,94.78,97.98,89.8,96.4,96.4,35756
2024-09-22,95.62,96.94,89.59,94.78,94.78,95521,115.8,115.93,113.61,115.29,115.29,35295,36.87,40.72,36.04,36.34,36.34,199890,72.23,74.75,69.07,71.65,71.65,131120,37.2,38.32,35.45,35.9,35.9,92153,95.77,96.43,92.23,93.11,93.11,100891
2024-09-23,94.56,96.41,89.81,90.16,90.16,117065,116.19,118.29,111.23,112.6,112.6,186967,36.51,41.05,35.45,38.43,38.43,173594,71.7,77.22,69.37,73.23,73.23,112689,35.69,36.62,34.3,34.46,34.46,137649,92.79,98.37,91.35,96.23,96.23,14779
2024-09-24,90.67,99.09,85.11,90.64,90.64,39343,112.25,114.79,108.9,111.69,111.69,23298,38.32,40.54,38.03,39.81,39.81,148276,73.55,75.4,70.86,73.14,73.14,158973,34.61,37.66,33.68,36.68,36.68,172877,95.4,97.84,90.67,92.47,92.47,183142
2024-09-25,90.79,94.82,90.55,90.64,90.64,28074,112.19,115.21,106.62,108.55,108.55,116592,39.89,42.52,38.24,39.42,39.42,101311,73.47,74.66,71.84,72.57,72.57,142785,36.53,36.7,34.73,35.48,35.48,180240,92.78,95.63,91.85,93.63,93.63,26342
2024-09-26,91.04,94.49,90.92,91.39,91.39,191581,109.3,115.91,109.1,115.42,115.42,29358,39.41,39.91,38.84,39.87,39.87,88448,72.82,75.06,72.74,73.78,73.78,142342,35.42,36.72,34.61,34.61,34.61,48569,93.3,94.14,91.67,92.64,92.64,168250
2024-09-27,91.58,93.97,91.09,93.0,93.0,43039,115.27,117.38,114.93,114.93,114.93,148755,40.17,40.29,39.9,40.13,40.13,135865,74.07,76.53,71.75,75.58,75.58,185613,34.87,37.21,34.63,36.61,36.61,40210,92.57,93.56,92.44,92.45,92.45,33530
2024-09-28,93.57,93.88,92.2,92.25,92.25,131275,115.14,118.68,111.02,117.07,117.07,79901,39.89,41.96,39.24,39.33,39.33,145081,76.08,77.28,74.83,76.94,76.94,70974,36.64,37.9,36.4,36.41,36.41,170626,92.34,96.21,91.31,96.21,96.21,64709
2024-09-29,92.38,93.35,86.74,87.97,87.97,157412,117.63,121.29,114.68,120.98,120.98,143078,39.56,41.04,39.29,40.66,40.66,48197,77.53,78.82,72.47,74.97,74.97,104842,36.13,39.87,34.83,35.21,35.21,148202,96.87,100.84,90.35,93.45,93.45,90888
2024-09-30,88.14,89.06,87.8,89.02,89.02,40846,120.32,122.19,118.02,119.77,119.77,19523,40.53,40.9,39.54,40.53,40.53,156032,75.44,76.46,74.6,74.74,74.74,147671,35.08,37.87,34.99,37.71,37.71,107841,93.52,95.54,91.12,91.77,91.77,63615
2024-10-01,88.78,89.23,87.46,88.81,88.81,114425,119.6,120.48,118.73,120.23,120.23,58888,40.52,42.72,38.5,41.0,41.0,131015,74.78,76.52,74.24,74.52,74.52,173420,37.51,38.77,37.49,38.16,38.16,67866,91.83,97.76,88.25,89.99,89.99,123950
2024-10-02,89.8,90.01,85.72,87.09,87.09,90559,119.84,120.49,115.39,118.65,118.65,184251,41.02,41.36,38.87,40.6,40.6,131064,74.73,78.58,72.08,77.75,77.75,164558,38.55,38.76,38.28,38.5,38.5,185266,90.0,94.35,88.12,93.75,93.75,191661
2024-10-03,86.88,87.12,84.88,85.77,85.77,96871,119.14,120.83,111.62,116.69,116.69,160336,40.98,41.09,39.28,39.42,39.42,159284,77.83,81.22,76.71,78.29,78.29,114269,37.93,40.53,36.96,39.64,39.64,164950,93.42,93.64,90.65,92.39,92.39,147926
2024-10-04,85.26,85.93,80.48,80.92,80.92,41359,116.7,117.83,106.97,117.14,117.14,168986,39.1,39.93,38.34,39.75,39.75,137258,77.57,78.11,77.49,78.0,78.0,31825,39.72,40.35,37.12,38.0,38.0,102452,92.87,93.3,90.43,92.88,92.88,56387
2024-10-05,80.84,81.6,78.43,80.55,80.55,190885,117.16,122.62,103.85,108.59,108.59,62707,40.23,41.74,37.52,40.22,40.22,55130,77.82,79.51,76.81,77.23,77.23,83131,37.96,38.38,36.92,37.8,37.8,153511,92.57,94.66,88.54,90.94,90.94,178205
2024-10-06,80.69,81.94,80.39,80.56,80.56,180702,109.52,112.5,101.9,108.64,108.64,134222,40.06,42.69,35.45,41.52,41.52,185695,77.32,80.67,76.72,77.64,77.64,71116,37.92,38.67,37.21,38.55,38.55,153150,90.58,92.29,88.78,90.66,90.66,101666
2024-10-07,80.1,84.64,78.14,82.6,82.6,196047,108.16,114.12,102.68,106.35,106.35,48737,41.32,41.34,37.49,40.49,40.49,181428,76.86,80.16,75.99,76.4,76.4,14402,38.45,39.33,38.42,38.97,38.97,90871,90.49,91.38,89.79,89.87,89.87,171753
2024-10-08,82.45,86.01,79.97,82.65,82.65,142275,107.09,107.98,106.68,107.22,107.22,102185,40.51,40.53,36.27,39.14,39.14,198960,76.18,80.68,74.91,78.32,78.32,24288,39.25,39.49,38.82,39.15,39.15,84499,89.89,90.12,89.59,90.06,90.06,45989
2024-10-09,82.41,84.14,79.9,80.51,80.51,32383,106.48,107.57,105.32,106.27,106.27,126568,38.92,39.94,34.38,34.67,34.67,73724,77.92,80.84,77.47,77.5,77.5,144824,38.98,39.52,37.6,38.85,38.85,58803,89.86,94.05,85.6,87.41,87.41,79016
2024-10-10,80.47,84.32,78.93,79.24,79.24,77346,106.56,108.19,104.33,106.06,106.06,47728,34.46,35.47,34.38,35.46,35.46,56618,78.17,78.64,75.93,78.16,78.16,148722,38.66,39.79,38.49,38.5,38.5,31435,87.58,88.42,87.09,87.3,87.3,46057
2024-10-11,79.73,81.16,79.5,81.03,81.03,41658,107.13,111.52,104.44,109.07,109.07,28144,35.4,36.0,34.56,35.78,35.78,42107,77.83,80.51,77.08,79.34,79.34,61773,38.27,40.43,37.72,38.0,38.0,13855,86.72,89.18,85.12,88.67,88.67,12025
2024-10-12,80.72,81.02,78.43,79.44,79.44,124085,107.13,108.21,105.8,107.37,107.37,112558,35.49,36.54,34.78,35.1,35.1,85369,79.53,80.42,76.94,79.36,79.36,52897,38.01,41.08,37.77,40.43,40.43,187124,88.9,90.23,83.48,84.97,84.97,73105
2024-10-13,78.98,80.46,78.01,79.49,79.49,177578,106.69,107.23,104.8,105.39,105.39,43730,35.39,36.7,34.91,35.1,35.1,154263,79.44,79.82,76.29,79.38,79.38,22656,40.32,41.07,39.55,39.99,39.99,21844,85.36,88.38,85.09,87.5,87.5,181091
2024-10-14,79.95,80.83,75.51,78.86,78.86,138078,104.96,109.03,99.43,101.24,101.24,193407,35.18,36.68,34.73,36.05,36.05,30428,78.73,79.04,75.17,75.46,75.46,27651,39.87,42.24,38.43,40.05,40.05,16793,87.01,89.32,85.51,89.31,89.31,152147
2024-10-15,79.22,79.93,75.84,78.79,78.79,29265,100.06,105.86,99.92,102.85,102.85,27750,35.97,37.4,34.93,37.07,37.07,178278,74.79,77.34,74.08,75.54,75.54,113098,40.17,40.99,38.62,39.08,39.08,180875,90.16,94.34,87.85,94.02,94.02,112280
2024-10-16,78.63,80.62,75.19,78.57,78.57,65625,102.72,106.97,100.79,101.49,101.49,190619,36.98,38.67,35.74,38.31,38.31,183116,75.34,77.69,73.88,75.68,75.68,17842,38.99,39.29,38.81,39.0,39.0,145054,93.71,96.25,88.71,93.61,93.61,64209
2024-10-17,79.31,79.62,74.98,75.78,75.78,180366,102.37,104.29,100.49,103.31,103.31,183259,38.27,39.28,37.67,38.84,38.84,158184,75.91,77.36,75.27,75.36,75.36,69277,38.81,40.12,37.12,39.6,39.6,69770,93.08,93.62,88.25,92.58,92.58,195847
2024-10-18,75.12,76.58,73.83,75.34,75.34,171011,102.85,108.6,98.87,99.0,99.0,157614,38.68,39.15,36.54,37.15,37.15,95453,75.24,76.35,74.9,75.06,75.06,92339,39.69,39.88,38.83,39.47,39.47,181216,92.91,98.72,84.05,85.54,85.54,175389
2024-10-19,75.49,77.78,72.5,76.64,76.64,33526,98.92,107.85,98.22,100.35,100.35,133833,36.65,38.98,33.61,34.6,34.6,15356,74.53,77.1,71.07,76.71,76.71,81365,39.6,39.83,38.05,39.19,39.19,133677,85.89,90.66,84.64,89.73,89.73,32107
2024-10-20,76.37,77.0,74.47,74.84,74.84,103890,99.69,108.09,99.56,103.51,103.51,194574,34.53,35.74,34.45,35.66,35.66,67140,76.78,78.01,70.36,71.96,71.96,54608,39.36,39.7,38.07,38.92,38.92,191838,89.09,89.88,85.09,86.91,86.91,145142
2024-10-21,75.01,77.68,73.39,76.11,76.11,197801,103.58,108.26,102.64,104.64,104.64,58623,35.77,37.11,33.82,35.09,35.09,180247,71.76,71.88,71.58,71.79,71.79,91334,39.18,39.6,38.45,39.51,39.51,158712,86.16,89.02,85.35,88.98,88.98,132348
2024-10-22,75.97,77.62,75.27,75.56,75.56,102147,104.06,112.03,101.7,106.08,106.08,28210,35.28,35.81,35.17,35.23,35.23,117036,70.74,72.16,67.1,71.06,71.06,186799,39.52,40.05,36.8,38.45,38.45,157849,88.18,89.21,84.3,86.26,86.26,25877
2024-10-23,75.04,81.39,74.94,76.88,76.88,106118,105.98,109.55,103.18,104.88,104.88,171602,35.32,35.83,35.1,35.38,35.38,31515,70.91,71.74,68.73,70.91,70.91,110039,38.48,39.35,38.05,38.29,38.29,20629,86.52,87.29,84.62,86.42,86.42,97129
2024-10-24,76.6,82.62,72.51,73.31,73.31,57767,104.72,109.86,101.4,106.41,106.41,164921,35.5,38.76,33.93,34.93,34.93,76505,70.79,71.77,68.66,70.18,70.18,94337,38.37,39.22,37.72,38.65,38.65,77175,87.13,87.87,85.22,87.18,87.18,98810
2024-10-25,73.21,81.31,70.94,79.81,79.81,78050,105.94,107.22,103.55,105.46,105.46,187672,35.0,36.58,34.52,35.52,35.52,118725,70.11,71.09,68.97,70.79,70.79,186482,38.13,40.63,35.57,36.21,36.21,106185,86.99,89.37,84.24,85.89,85.89,109828
2024-10-26,80.06,81.1,75.95,77.32,77.32,98608,105.62,107.77,100.07,104.94,104.94,158274,35.56,37.02,34.41,36.07,36.07,114363,70.48,73.16,66.49,70.22,70.22,91266,36.37,38.74,36.19,36.38,36.38,109797,85.53,89.04,82.91,84.22,84.22,60093
2024-10-27,77.27,79.28,73.57,75.94,75.94,150822,105.14,105.66,104.03,104.71,104.71,55176,36.44,37.1,35.55,36.35,36.35,54681,69.75,72.5,66.39,69.12,69.12,22545,36.31,39.14,35.98,36.58,36.58,48795,83.48,91.94,81.01,89.58,89.58,15930
2024-10-28,75.79,82.28,71.92,72.59,72.59,196711,104.68,106.02,100.47,103.71,103.71,45025,36.49,36.56,35.76,35.89,35.89,38655,69.12,71.47,68.66,71.11,71.11,103081,36.77,40.33,34.88,36.98,36.98,148463,89.4,92.85,84.9,85.67,85.67,165816
2024-10-29,72.68,77.2,71.91,75.24,75.24,81617,103.41,107.58,98.55,106.4,106.4,70082,35.81,37.03,34.04,37.01,37.01,158146,71.04,72.68,70.67,71.84,71.84,49437,36.94,39.36,36.79,38.59,38.59,98789,85.26,88.8,81.59,85.12,85.12,24168
2024-10-30,75.05,75.8,74.56,75.38,75.38,61936,106.06,106.11,101.13,102.75,102.75,94634,36.82,38.23,34.48,35.18,35.18,158690,71.77,73.33,71.36,72.59,72.59,155623,38.29,39.87,38.23,38.66,38.66,124407,85.46,85.54,85.03,85.45,85.45,21163
2024-10-31,74.89,79.38,72.14,76.47,76.47,28458,102.63,102.92,97.41,102.15,102.15,15932,35.2,35.43,34.81,35.42,35.42,23543,71.73,72.17,71.45,71.78,71.78,139331,38.72,40.17,38.31,39.42,39.42,109259,84.98,85.9,81.69,84.13,84.13,73044
2024-11-01,76.78,77.94,74.47,75.21,75.21,110412,102.18,103.65,97.23,101.35,101.35,119145,35.54,36.4,34.91,36.26,36.26,39974,72.04,75.6,69.63,70.01,70.01,194500,39.73,39.83,38.14,39.52,39.52,198187,84.74,85.19,83.75,84.43,84.43,119552
2024-11-02,74.99,75.78,73.25,75.09,75.09,118507,101.41,103.24,99.23,99.78,99.78,87045,36.15,36.47,35.37,35.38,35.38,184359,69.96,73.0,69.57,70.96,70.96,163861,39.42,41.09,38.07,40.63,40.63,14155,84.54,86.23,82.3,83.66,83.66,151219
2024-11-03,75.32,78.19,67.88,77.93,77.93,179596,99.17,104.72,97.26,101.82,101.82,63705,35.33,36.5,33.96,36.32,36.32,52147,70.96,72.66,70.25,70.32,70.32,40931,40.4,41.46,37.24,41.09,41.09,83287,83.63,87.75,82.01,82.97,82.97,65858
2024-11-04,77.8,79.2,71.81,75.18,75.18,98793,101.83,104.56,101.32,104.42,104.42,69345,36.75,37.59,33.61,35.09,35.09,121908,69.95,75.06,68.59,74.83,74.83,37068,40.94,41.87,37.68,39.9,39.9,170423,83.42,89.26,81.1,88.32,88.32,134243
2024-11-05,75.08,78.01,69.27,71.59,71.59,77249,104.54,106.7,104.39,106.56,106.56,77386,35.1,35.3,34.69,35.15,35.15,78934,75.29,76.26,72.38,73.12,73.12,46899,39.82,43.3,36.06,39.47,39.47,137188,88.08,88.17,87.82,88.05,88.05,140524
2024-11-06,71.89,74.72,70.38,72.8,72.8,146356,106.18,108.6,102.17,103.72,103.72,114837,35.31,35.43,34.61,34.88,34.88,71440,73.79,75.4,70.95,74.12,74.12,155359,39.67,40.77,37.74,38.12,38.12,60814,88.76,92.67,86.76,89.99,89.99,151274
2024-11-07,72.02,74.19,69.46,72.2,72.2,101317,104.34,108.27,101.79,102.23,102.23,97594,34.62,36.43,33.9,35.19,35.19,87522,73.6,74.14,72.06,73.52,73.52,123205,37.85,38.84,36.73,38.62,38.62,57859,90.04,94.67,88.52,88.86,88.86,74682
2024-11-08,72.17,74.49,70.76,71.5,71.5,184233,102.64,104.93,102.14,104.32,104.32,167677,34.94,36.9,34.56,35.82,35.82,180804,73.21,76.14,72.69,72.81,72.81,191006,38.93,40.08,36.78,38.73,38.73,14961,88.63,92.81,86.93,88.31,88.31,143345
2024-11-09,71.33,73.94,70.88,72.3,72.3,77788,104.44,106.61,100.88,102.58,102.58,29071,35.96,37.28,35.48,35.72,35.72,156193,72.5,76.62,70.58,71.46,71.46,46438,38.51,38.62,36.86,38.39,38.39,118359,87.52,93.39,84.46,85.83,85.83,17208
2024-11-10,72.09,76.74,71.25,75.07,75.07,170603,103.13,103.82,101.39,102.79,102.79,91546,35.85,38.69,35.01,35.53,35.53,134906,71.39,74.88,69.71,73.81,73.81,29965,38.12,39.25,35.45,35.58,35.58,32418,86.11,90.58,84.98,87.72,87.72,82652
2024-11-11,75.51,76.37,74.7,74.92,74.92,167617,102.66,103.04,100.89,101.92,101.92,132040,35.54,38.34,35.51,36.24,36.24,118705,73.69,73.72,71.52,72.56,72.56,198141,35.72,36.78,35.26,36.02,36.02,99663,87.33,90.5,87.04,89.15,89.15,176460
2024-11-12,74.58,75.72,73.78,75.42,75.42,32007,102.18,104.07,97.46,104.05,104.05,46874,36.08,38.35,35.01,35.63,35.63,175854,72.74,76.24,71.16,74.18,74.18,171310,36.38,36.5,36.34,36.42,36.42,83216,89.99,93.8,87.47,93.33,93.33,178179
2024-11-13,74.76,81.6,71.94,76.91,76.91,102092,104.35,108.26,100.58,103.38,103.38,30150,35.62,38.66,34.41,37.2,37.2,73527,74.2,74.8,74.02,74.44,74.44,153224,36.37,38.32,35.5,38.2,38.2,42734,93.56,96.46,92.23,94.86,94.86,72360
2024-11-14,76.91,83.05,75.32,81.56,81.56,111476,103.65,105.28,101.85,103.05,103.05,143191,37.24,37.89,36.92,37.11,37.11,140397,74.3,76.15,73.87,75.83,75.83,178985,38.43,39.17,36.47,39.1,39.1,55894,94.59,96.65,90.48,94.3,94.3,139427
2024-11-15,80.87,84.32,80.68,82.03,82.03,168324,102.32,104.66,100.59,103.42,103.42,79437,37.16,38.37,36.57,37.28,37.28,101901,75.95,77.82,75.21,75.72,75.72,94370,39.22,39.91,35.89,36.0,36.0,179967,93.91,95.52,88.96,89.44,89.44,195572
2024-11-16,81.17,84.65,80.92,81.79,81.79,121992,103.68,107.72,102.46,106.68,106.68,11941,37.38,37.55,37.2,37.26,37.26,100180,75.5,76.41,75.3,75.83,75.83,120562,36.34,38.52,35.51,35.9,35.9,93567,89.84,90.87,88.78,90.33,90.33,147053
2024-11-17,81.98,88.48,81.18,87.51,87.51,28950,106.06,106.75,103.75,105.45,105.45,15826,37.6,37.89,35.26,36.72,36.72,193364,75.98,80.19,75.11,78.22,78.22,183011,35.84,36.83,35.41,36.24,36.24,188985,90.64,92.46,88.03,88.68,88.68,86619
2024-11-18,87.91,88.13,85.79,86.1,86.1,141082,105.36,106.68,100.82,106.43,106.43,76279,36.58,37.78,35.19,36.6,36.6,39476,78.22,83.54,75.61,79.43,79.43,30896,36.11,36.76,35.27,35.81,35.81,179220,89.58,90.7,86.66,88.98,88.98,27634
2024-11-19,86.34,87.47,83.48,86.04,86.04,138874,106.04,109.2,98.81,108.43,108.43,197143,36.49,39.09,36.2,36.95,36.95,50833,79.68,83.59,77.81,80.15,80.15,84608,36.3,37.63,33.79,35.64,35.64,174578,89.36,90.87,86.62,87.31,87.31,82443
2024-11-20,86.23,86.33,82.88,83.73,83.73,92791,107.87,108.55,99.33,108.21,108.21,126143,36.96,38.89,36.22,37.39,37.39,34015,80.26,83.2,76.7,77.35,77.35,23847,35.58,35.81,35.08,35.27,35.27,193798,86.76,90.02,86.48,87.2,87.2,33859
2024-11-21,83.9,88.04,77.76,87.77,87.77,115506,108.19,108.38,99.36,102.98,102.98,37471,37.41,37.67,37.34,37.49,37.49,177132,76.65,80.37,76.01,77.94,77.94,112738,34.9,37.07,34.57,34.98,34.98,170580,87.2,93.06,85.13,89.84,89.84,86964
2024-11-22,88.31,89.18,79.5,81.21,81.21,112670,102.53,104.61,98.46,104.59,104.59,46694,37.3,38.99,36.13,37.19,37.19,99648,78.07,84.17,76.58,79.79,79.79,72954,35.08,36.97,34.93,35.96,35.96,196486,90.08,94.46,83.31,91.61,91.61,87793
2024-11-23,81.15,85.15,79.76,84.9,84.9,46488,104.28,106.71,95.59,106.16,106.16,68858,37.45,37.66,37.43,37.46,37.46,160162,79.81,80.27,79.46,80.19,80.19,15988,35.76,37.31,34.65,36.52,36.52,148636,91.59,92.5,87.85,88.18,88.18,161315
2024-11-24,84.44,86.37,82.77,85.25,85.25,143008,106.06,106.36,96.98,101.72,101.72,42527,37.52,38.5,37.22,38.28,38.28,76223,80.03,80.14,79.1,79.69,79.69,149445,36.67,36.97,35.98,36.01,36.01,119666,88.9,92.03,87.18,91.67,91.67,65304
2024-11-25,86.04,87.21,82.04,82.93,82.93,17655,101.56,108.39,91.66,98.86,98.86,57862,38.69,41.01,37.56,38.26,38.26,155443,79.83,83.95,78.04,78.94,78.94,124958,36.19,36.87,35.13,35.98,35.98,142988,90.94,93.0,89.67,92.19,92.19,88075
2024-11-26,82.51,83.57,81.49,82.38,82.38,82917,98.71,99.68,96.73,97.53,97.53,89544,38.23,40.93,37.39,38.34,38.34,109844,78.28,82.26,78.15,80.59,80.59,62036,36.26,37.58,33.97,36.65,36.65,80581,92.07,97.17,89.4,96.85,96.85,29568
2024-11-27,82.07,85.66,80.5,85.52,85.52,23600,98.09,103.4,95.59,102.5,102.5,13139,38.16,40.68,37.71,40.01,40.01,19625,80.74,87.28,75.01,78.76,78.76,29999,36.34,36.77,35.24,36.49,36.49,182422,96.85,99.06,91.19,95.01,95.01,176145
2024-11-28,85.99,89.22,84.96,85.43,85.43,183187,102.63,107.23,94.99,106.83,106.83,59359,40.18,40.4,39.09,40.13,40.13,118721,78.84,82.53,78.31,79.54,79.54,158066,36.34,36.66,35.21,36.55,36.55,50360,95.19,97.03,92.24,94.68,94.68,138295
2024-11-29,86.04,87.33,85.7,86.2,86.2,114200,106.4,108.61,96.65,102.04,102.04,43836,40.11,40.27,39.66,39.82,39.82,28030,79.13,82.84,77.31,78.55,78.55,173031,36.43,36.98,34.34,36.8,36.8,98212,94.47,94.91,91.84,92.98,92.98,86263
2024-11-30,85.74,89.8,84.58,88.55,88.55,148114,102.51,104.26,94.64,98.12,98.12,176580,39.77,40.3,39.18,40.28,40.28,11327,78.71,83.11,78.54,81.45,81.45,133193,36.8,38.73,33.45,36.38,36.38,33371,93.16,93.93,91.58,93.72,93.72,81341
2024-12-01,88.88,91.52,86.4,88.83,88.83,79380,98.43,101.23,93.85,95.36,95.36,86720,40.56,41.04,39.67,40.62,40.62,84115,81.49,84.13,80.29,81.42,81.42,23667,36.16,37.08,34.42,36.29,36.29,150763,94.27,96.8,88.51,94.24,94.24,103015
2024-12-02,88.54,90.46,87.92,89.39,89.39,70770,95.37,98.54,94.32,95.25,95.25,34657,40.47,40.73,39.35,40.53,40.53,80407,80.78,88.11,79.64,86.85,86.85,178232,36.49,36.66,35.75,36.23,36.23,10609,94.39,96.02,87.35,95.78,95.78,181014
2024-12-03,89.62,93.75,88.44,91.77,91.77,186579,95.06,102.56,93.79,98.87,98.87,50770,40.5,40.57,40.42,40.54,40.54,153075,87.22,88.88,87.01,88.08,88.08,165710,36.2,38.32,34.62,35.68,35.68,91475,95.56,96.02,87.87,88.18,88.18,96190
2024-12-04,91.49,92.08,88.26,88.77,88.77,137547,98.7,99.81,98.52,99.48,99.48,141916,40.73,41.71,39.67,41.07,41.07,76511,87.86,92.75,86.73,88.1,88.1,124920,35.7,36.64,34.16,36.44,36.44,125111,88.23,90.16,84.48,87.02,87.02,175688
2024-12-05,89.04,94.27,87.01,90.21,90.21,31966,99.05,100.35,97.41,98.48,98.48,144210,41.26,41.45,40.6,40.82,40.82,51657,88.3,95.51,86.46,94.19,94.19,145396,36.47,37.04,35.17,37.03,37.03,94593,87.17,90.96,84.61,90.86,90.86,178813
2024-12-06,89.89,93.1,88.8,88.99,88.99,166181,98.25,100.23,98.05,99.42,99.42,131803,40.91,43.24,40.07,43.05,43.05,90355,93.66,94.28,90.26,92.8,92.8,48358,37.12,37.45,34.76,36.57,36.57,90905,90.6,92.34,84.9,92.09,92.09,85144
2024-12-07,88.63,94.95,85.31,93.99,93.99,57700,98.83,101.35,97.64,99.78,99.78,169376,43.24,44.59,40.57,44.11,44.11,186741,93.08,95.65,90.81,95.41,95.41,120933,36.64,36.89,35.83,36.09,36.09,155260,92.44,93.59,86.01,91.28,91.28,129304
2024-12-08,93.31,93.5,93.09,93.38,93.38,88001,100.55,100.76,98.04,98.35,98.35,142383,44.28,46.36,40.03,45.73,45.73,121310,95.55,96.57,94.07,95.71,95.71,129191,35.96,38.51,33.85,36.52,36.52,35983,91.47,92.52,82.61,92.27,92.27,116581
2024-12-09,92.77,94.12,90.23,91.85,91.85,84736,98.25,98.33,97.13,97.44,97.44,193283,45.66,47.95,41.03,43.56,43.56,191905,95.07,97.24,92.38,95.89,95.89,10549,36.62,37.63,36.29,37.13,37.13,28016,92.33,92.85,85.26,87.49,87.49,63511
2024-12-10,92.37,97.89,90.87,97.48,97.48,165771,98.7,103.0,95.56,98.44,98.44,110334,43.79,44.69,41.07,43.25,43.25,198350,96.6,97.97,94.13,96.66,96.66,43472,37.15,38.0,36.63,36.92,36.92,90364,87.56,87.84,85.24,85.29,85.29,183020
2024-12-11,98.18,98.65,96.36,97.61,97.61,114221,98.07,98.41,98.0,98.3,98.3,150060,43.43,44.16,40.28,40.57,40.57,186297,96.4,97.67,94.86,95.61,95.61,38840,36.74,37.37,36.38,36.71,36.71,83782,85.52,87.33,80.35,86.39,86.39,52989
2024-12-12,97.78,99.53,93.53,99.07,99.07,163668,98.4,101.62,97.83,97.88,97.88,47180,40.7,43.59,39.7,42.85,42.85,191694,95.41,96.22,92.07,94.88,94.88,65522,36.39,37.47,35.92,36.64,36.64,84616,86.05,89.44,80.03,85.4,85.4,26295
2024-12-13,98.98,101.06,88.91,89.07,89.07,53761,97.52,99.98,95.61,95.98,95.98,26316,42.99,43.8,40.68,41.34,41.34,132774,94.33,95.97,88.11,93.8,93.8,171301,36.56,36.73,35.91,36.1,36.1,51739,85.1,85.48,82.09,84.05,84.05,53688
2024-12-14,89.18,90.38,88.91,89.74,89.74,135242,96.42,99.6,95.94,97.76,97.76,121856,41.43,42.21,41.03,41.36,41.36,55523,92.93,95.07,85.67,86.71,86.71,187655,35.77,38.03,35.02,36.79,36.79,78795,84.78,85.6,79.87,82.4,82.4,18239
2024-12-15,90.12,93.76,88.96,90.66,90.66,196499,97.81,102.46,95.66,101.92,101.92,148206,41.17,41.86,39.95,40.34,40.34,55413,86.52,86.59,86.41,86.53,86.53,100293,36.84,38.07,36.28,37.22,37.22,130041,81.84,81.89,80.49,81.47,81.47,34025
2024-12-16,91.22,92.04,88.45,91.35,91.35,116259,101.85,103.83,95.91,100.99,100.99,97380,40.48,41.29,38.12,38.83,38.83,58247,86.85,88.22,84.78,87.09,87.09,54248,37.17,37.75,36.78,37.04,37.04,39416,81.79,82.74,79.17,82.11,82.11,197046
2024-12-17,91.68,91.97,88.04,89.53,89.53,176263,101.32,103.27,96.76,100.88,100.88,66122,39.02,39.51,38.55,38.83,38.83,29719,86.28,88.14,84.59,85.21,85.21,159015,37.41,40.43,36.93,37.16,37.16,111135,82.01,84.72,81.72,82.61,82.61,82099
2024-12-18,89.73,91.38,87.73,88.87,88.87,168441,101.16,101.5,98.86,99.42,99.42,195381,38.47,40.46,35.44,39.41,39.41,60647,84.94,86.47,84.64,85.32,85.32,183513,36.96,38.76,35.99,37.2,37.2,104679,83.37,87.4,80.94,85.72,85.72,20619
2024-12-19,88.94,91.37,88.85,89.82,89.82,192355,98.91,101.84,96.03,99.07,99.07,52761,39.5,39.72,38.37,39.08,39.08,145219,85.05,86.64,82.0,86.18,86.18,26444,37.57,39.55,36.92,39.22,39.22,19511,85.44,86.71,85.22,86.18,86.18,38134
2024-12-20,89.53,91.05,87.06,89.16,89.16,187630,99.61,100.5,96.64,96.89,96.89,109574,39.3,40.07,38.3,39.05,39.05,68027,85.75,86.22,84.35,85.53,85.53,116178,39.4,40.56,38.18,39.55,39.55,151837,85.86,85.95,85.11,85.81,85.81,114232
